DATE,거래단위,평균가격(원),총거래물량(kg),총거래금액(원),시장명,법인명,품목명,품종명,산지명,산지시군명,등급명
2023-08,10kg상자,17076.52173913044,3450.0,5891400,광주,광주중앙청과,오이,가시오이,전북,장수군,특
2023-08,10kg상자,10913.05970149254,2680.0,2924700,광주,광주원협(공),오이,가시오이,전북,장수군,특
2023-08,10kg파렛트,13982.64150943396,2650.0,3705400,광주,광주청과,오이,가시오이,전북,장수군,특
2023-08,10kg상자,17545.88235294117,1700.0,2982800,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2023-08,10kg상자,9561.538461538461,1300.0,1243000,광주,광주청과,오이,가시오이,전북,장수군,특
2023-08,10kg상자,5649.586776859504,1210.0,683600,광주,광주원협(공),오이,가시오이,전북,장수군,상
2023-08,10kg파렛트,9341.02564102564,780.0,728600,광주,광주청과,오이,가시오이,전북,장수군,상
2023-08,10kg상자,8260.526315789473,760.0,627800,광주,광주중앙청과,오이,가시오이,전북,장수군,상
2023-08,10kg상자,4746.153846153846,260.0,123400,광주,광주청과,오이,가시오이,전북,장수군,상
2023-08,10kg상자,5838.888888888889,180.0,105100,광주,광주중앙청과,오이,가시오이,전북,장수군,보통
2023-08,10kg파렛트,12266.66666666667,120.0,147200,광주,광주청과,오이,가시오이,전북,무주군,특
2023-08,10kg상자,18945.45454545454,110.0,208400,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2023-08,10kg파렛트,9600,70.0,67200,광주,광주청과,오이,가시오이,전북,장수군,보통
2023-08,10kg상자,2900,60.0,17400,광주,광주청과,오이,가시오이,전북,장수군,보통
2023-08,10kg상자,5000,50.0,25000,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2023-08,10kg상자,2000,20.0,4000,광주,광주원협(공),오이,가시오이,전북,무주군,특
2023-08,10kg상자,2000,10.0,2000,광주,광주청과,오이,가시오이,전북,무주군,특
2023-07,10kg상자,14226.33744855967,19440.0,27656000,광주,광주중앙청과,오이,가시오이,전북,장수군,특
2023-07,10kg파렛트,18163.04533789564,11690.0,21232600,광주,광주청과,오이,가시오이,전북,장수군,특
2023-07,10kg상자,18162.97142857143,8750.0,15892600,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2023-07,10kg상자,13257.46887966805,4820.0,6390100,광주,광주원협(공),오이,가시오이,전북,장수군,특
2023-07,10kg상자,7747.457627118644,2950.0,2285500,광주,광주중앙청과,오이,가시오이,전북,장수군,상
2023-07,10kg파렛트,11049.43820224719,2670.0,2950200,광주,광주청과,오이,가시오이,전북,장수군,상
2023-07,10kg상자,10033.19502074689,2410.0,2418000,광주,광주원협(공),오이,가시오이,전라남도,해남군,특
2023-07,10kg상자,6311.607142857143,1120.0,706900,광주,광주원협(공),오이,가시오이,전북,장수군,상
2023-07,10kg상자,10892.45283018868,1060.0,1154600,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2023-07,10kg상자,13155,1000.0,1315500,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2023-07,10kg상자,4854.545454545455,990.0,480600,광주,광주원협(공),오이,가시오이,전라남도,해남군,상
2023-07,10kg상자,11162.88659793814,970.0,1082800,광주,광주청과,오이,가시오이,전북,장수군,특
2023-07,10kg상자,11348.23529411765,850.0,964600,광주,광주원협(공),오이,가시오이,전남,강진군,특
2023-07,10kg상자,6396.153846153846,520.0,332600,광주,광주중앙청과,오이,가시오이,전북,장수군,보통
2023-07,10kg상자,4631.818181818182,440.0,203800,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2023-07,10kg상자,7378.378378378378,370.0,273000,광주,광주청과,오이,가시오이,전북,장수군,상
2023-07,10kg파렛트,15602.77777777778,360.0,561700,광주,광주청과,오이,가시오이,전북,무주군,특
2023-07,10kg상자,7100,340.0,241400,광주,광주중앙청과,오이,가시오이,충남,금산군,특
2023-07,10kg상자,5966.666666666668,300.0,179000,광주,광주원협(공),오이,가시오이,전남,강진군,상
2023-07,10kg파렛트,7379.166666666668,240.0,177100,광주,광주청과,오이,가시오이,전북,장수군,보통
2023-07,10kg상자,10000,170.0,170000,광주,광주원협(공),오이,가시오이,전남,해남군,상
2023-07,10kg상자,6466.666666666668,150.0,97000,광주,광주원협(공),오이,가시오이,전북,무주군,특
2023-07,10kg상자,8821.42857142857,140.0,123500,광주,광주중앙청과,오이,가시오이,전남,구례군,4등
2023-07,10kg상자,10600,130.0,137800,광주,광주중앙청과,오이,가시오이,전남,장성군,특
2023-07,10kg파렛트,15200,110.0,167200,광주,광주중앙청과,오이,가시오이,강원,횡성군,특
2023-07,10kg상자,4818.181818181818,110.0,53000,광주,광주원협(공),오이,가시오이,전북,무주군,상
2023-07,10kg상자,3000,100.0,30000,광주,광주원협(공),오이,가시오이,광주,북구,특
2023-07,10kg파렛트,16666.66666666667,90.0,150000,광주,광주청과,오이,가시오이,전북,무주군,상
2023-07,10kg상자,5277.777777777777,90.0,47500,광주,광주원협(공),오이,가시오이,전남,목포시,상
2023-07,10kg상자,6000,60.0,36000,광주,광주중앙청과,오이,가시오이,전남,나주시,특
2023-07,10kg상자,3000,50.0,15000,광주,광주중앙청과,오이,가시오이,충남,금산군,상
2023-07,10kg상자,15000,40.0,60000,광주,광주원협(공),오이,가시오이,전남,목포시,특
2023-07,10kg상자,3500,40.0,14000,광주,광주원협(공),오이,가시오이,전북,장수군,5등
2023-07,10kg상자,2100,30.0,6300,광주,광주중앙청과,오이,가시오이,전북,장수군,4등
2023-07,10kg상자,22200,20.0,44400,광주,광주청과,오이,가시오이,전북,무주군,특
2023-07,10kg파렛트,2000,20.0,4000,광주,광주청과,오이,가시오이,전북,남원시,특
2023-07,10kg상자,10000,10.0,10000,광주,광주중앙청과,오이,가시오이,전북,정읍시,보통
2023-07,10kg파렛트,9000,10.0,9000,광주,광주중앙청과,오이,가시오이,강원,평창군,특
2023-07,10kg상자,2000,10.0,2000,광주,광주청과,오이,가시오이,전북,남원시,특
2023-06,10kg상자,19777.11598746082,9570.0,18926700,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2023-06,10kg상자,18717.24310776942,3990.0,7468180,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2023-06,10kg상자,13761.06870229008,2620.0,3605400,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2023-06,10kg파렛트,14204.78087649402,2510.0,3565400,광주,광주청과,오이,가시오이,전북,장수군,특
2023-06,10kg상자,8867.410714285714,2240.0,1986300,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2023-06,10kg상자,20814.60674157303,1780.0,3705000,광주,광주중앙청과,오이,가시오이,전북,순창군,특
2023-06,10kg상자,9275.776397515529,1610.0,1493400,광주,광주원협(공),오이,가시오이,전북,장수군,특
2023-06,10kg상자,7090.506329113924,1580.0,1120300,광주,광주중앙청과,오이,가시오이,전북,장수군,특
2023-06,10kg상자,17938.67924528302,1060.0,1901500,광주,광주중앙청과,오이,가시오이,전남,나주시,특
2023-06,10kg상자,6984,1000.0,698400,광주,광주원협(공),오이,가시오이,전라남도,해남군,특
2023-06,10kg상자,8775.641025641025,780.0,684500,광주,광주중앙청과,오이,가시오이,전북,정읍시,보통
2023-06,10kg상자,6022.857142857143,700.0,421600,광주,광주원협(공),오이,가시오이,전남,해남군,특
2023-06,10kg상자,3883.050847457628,590.0,229100,광주,광주중앙청과,오이,가시오이,전북,장수군,상
2023-06,10kg파렛트,4697.560975609756,410.0,192600,광주,광주청과,오이,가시오이,전북,장수군,상
2023-06,10kg상자,9043.589743589744,390.0,352700,광주,광주중앙청과,오이,가시오이,전남,구례군,4등
2023-06,10kg상자,15381.81818181818,330.0,507600,광주,광주중앙청과,오이,가시오이,광주,광산구,특
2023-06,10kg상자,15784,250.0,394600,광주,광주중앙청과,오이,가시오이,전북,순창군,상
2023-06,10kg.,9400,250.0,235000,광주,광주중앙청과,오이,가시오이,광주,남구,특
2023-06,10kg상자,3408.695652173913,230.0,78400,광주,광주원협(공),오이,가시오이,전라남도,해남군,상
2023-06,10kg상자,4157.894736842105,190.0,79000,광주,광주원협(공),오이,가시오이,광주,북구,특
2023-06,10kg상자,3342.105263157895,190.0,63500,광주,광주원협(공),오이,가시오이,전북,장수군,상
2023-06,10kg파렛트,9000,150.0,135000,광주,광주중앙청과,오이,가시오이,광주,남구,특
2023-06,10kg상자,2466.666666666667,150.0,37000,광주,광주원협(공),오이,가시오이,전남,해남군,상
2023-06,10kg상자,10707.14285714286,140.0,149900,광주,광주중앙청과,오이,가시오이,경남,진주시,특
2023-06,10kg상자,8357.142857142857,140.0,117000,광주,광주원협(공),오이,가시오이,전남,나주시,특
2023-06,20kg상자,8642.857142857143,140.0,60500,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2023-06,10kg상자,13750,120.0,165000,광주,광주청과,오이,가시오이,전북,장수군,특
2023-06,10kg상자,8320,100.0,83200,광주,광주중앙청과,오이,가시오이,전남,해남군,상
2023-06,10kg파렛트,6212.5,80.0,49700,광주,광주청과,오이,가시오이,전북,남원시,특
2023-06,10kg상자,4825,80.0,38600,광주,광주원협(공),오이,가시오이,전북,무주군,특
2023-06,10kg상자,3733.333333333334,60.0,22400,광주,광주중앙청과,오이,가시오이,전북,장수군,4등
2023-06,10kg파렛트,2500,60.0,15000,광주,광주청과,오이,가시오이,전북,장수군,보통
2023-06,10kg상자,5400,40.0,21600,광주,광주청과,오이,가시오이,전북,남원시,특
2023-06,10kg상자,11200,30.0,33600,광주,광주중앙청과,오이,가시오이,전남,구례군,보통
2023-06,10kg파렛트,5433.333333333333,30.0,16300,광주,광주청과,오이,가시오이,전북,무주군,특
2023-06,10kg상자,5000,30.0,15000,광주,광주청과,오이,가시오이,전북,무주군,특
2023-06,10kg파렛트,4100,30.0,12300,광주,광주청과,오이,가시오이,전북,남원시,상
2023-06,10kg상자,13000,20.0,26000,광주,광주원협(공),오이,가시오이,전남,나주시,상
2023-06,10kg상자,6300,20.0,12600,광주,광주청과,오이,가시오이,전북,장수군,상
2023-06,20kg상자,11600,20.0,11600,광주,광주중앙청과,오이,가시오이,전남,구례군,.
2023-06,10kg상자,2750,20.0,5500,광주,광주중앙청과,오이,가시오이,광주,광산구,상
2023-06,10kg상자,8200,10.0,8200,광주,광주중앙청과,오이,가시오이,경남,진주시,상
2023-06,10kg상자,3000,10.0,3000,광주,광주원협(공),오이,가시오이,전북,무주군,상
2023-05,10kg상자,18384.24821002387,16760.0,30812000,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2023-05,10kg상자,25304.98664292075,11230.0,28417500,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2023-05,10kg상자,15805.1376146789,5450.0,8613800,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2023-05,10kg상자,16515.26717557252,1310.0,2163500,광주,광주중앙청과,오이,가시오이,전남,함평군,특
2023-05,10kg상자,10369.79166666667,960.0,995500,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2023-05,10kg파렛트,26671.05263157895,380.0,1013500,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2023-05,10kg상자,7726.315789473684,380.0,293600,광주,광주중앙청과,오이,가시오이,전남,함평군,보통
2023-05,10kg파렛트,31576.92307692308,260.0,821000,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2023-05,10kg상자,10743.47826086957,230.0,247100,광주,광주중앙청과,오이,가시오이,전남,함평군,상
2023-05,10kg상자,6576.190476190475,210.0,138100,광주,광주중앙청과,오이,가시오이,광주,광산구,특
2023-05,10kg파렛트,33680,200.0,673600,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2023-05,10kg파렛트,14600,60.0,87600,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2023-05,10kg상자,15300,30.0,45900,광주,광주중앙청과,오이,가시오이,전남,구례군,.
2023-05,10kg상자,7000,20.0,14000,광주,광주원협(공),오이,가시오이,전남,나주시,특
2023-05,10kg상자,2000,10.0,2000,광주,광주중앙청과,오이,가시오이,광주,광산구,상
2023-04,10kg상자,26047.63374485597,9720.0,25318300,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2023-04,10kg상자,25151.14068441065,5260.0,13229500,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2023-04,10kg상자,19115.2,1250.0,2389400,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2023-04,10kg상자,26370.09345794392,1070.0,2821600,광주,광주중앙청과,오이,가시오이,전남,함평군,특
2023-04,10kg상자,15785,400.0,631400,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2023-04,10kg상자,15690,100.0,156900,광주,광주중앙청과,오이,가시오이,전남,함평군,상
2023-04,10kg상자,12466.66666666667,60.0,74800,광주,광주중앙청과,오이,가시오이,전남,함평군,보통
2023-04,10kg상자,23500,20.0,47000,광주,광주중앙청과,오이,가시오이,전남,구례군,.
2023-03,10kg상자,31034,500.0,1551700,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2023-03,10kg상자,35093.75,160.0,561500,광주,광주중앙청과,오이,가시오이,전남,함평군,특
2023-02,10kg상자,39000,460.0,1794000,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2022-12,10kg상자,25689.24731182796,2790.0,7167300,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2022-12,10kg상자,21923.07692307692,910.0,1995000,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2022-12,10kg상자,19002.77777777778,720.0,1368200,광주,광주중앙청과,오이,가시오이,전북,정읍시,보통
2022-12,10kg상자,20800,300.0,624000,광주,광주중앙청과,오이,가시오이,전남,함평군,특
2022-12,10kg상자,21315.38461538462,260.0,554200,광주,광주중앙청과,오이,가시오이,전남,장흥군,보통
2022-12,10kg상자,17900,160.0,286400,광주,광주중앙청과,오이,가시오이,전남,장흥군,4등
2022-12,10kg상자,22342.85714285714,140.0,312800,광주,광주중앙청과,오이,가시오이,전남,장흥군,상
2022-12,10kg상자,26888.88888888889,90.0,242000,광주,광주중앙청과,오이,가시오이,전남,장흥군,특
2022-12,10kg상자,18175,80.0,145400,광주,광주중앙청과,오이,가시오이,전남,함평군,상
2022-11,10kg상자,14825.41720154043,7790.0,11549000,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2022-11,10kg상자,16851.10294117647,2720.0,4583500,광주,광주중앙청과,오이,가시오이,전남,함평군,특
2022-11,10kg상자,8882.882882882883,1110.0,986000,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2022-11,10kg상자,16344.8275862069,870.0,1422000,광주,광주중앙청과,오이,가시오이,전남,장흥군,상
2022-11,10kg상자,20953.75,800.0,1676300,광주,광주중앙청과,오이,가시오이,전남,장흥군,특
2022-11,10kg상자,15128.57142857143,630.0,953100,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2022-11,10kg상자,9241.176470588236,510.0,471300,광주,광주중앙청과,오이,가시오이,전남,함평군,상
2022-11,10kg상자,7938.775510204082,490.0,389000,광주,광주중앙청과,오이,가시오이,전남,함평군,보통
2022-11,10kg상자,8004.651162790697,430.0,344200,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2022-11,10kg상자,14300,420.0,600600,광주,광주중앙청과,오이,가시오이,전북,순창군,특
2022-11,10kg상자,10356.09756097561,410.0,424600,광주,광주중앙청과,오이,가시오이,전남,장흥군,보통
2022-11,10kg상자,4387.804878048781,410.0,179900,광주,광주중앙청과,오이,가시오이,전북,정읍시,보통
2022-11,10kg상자,9016.666666666666,360.0,324600,광주,광주중앙청과,오이,가시오이,광주,광산구,특
2022-11,10kg상자,4911.111111111111,360.0,176800,광주,광주중앙청과,오이,가시오이,광주,광산구,상
2022-11,10kg상자,9548.148148148148,270.0,257800,광주,광주중앙청과,오이,가시오이,전남,장흥군,4등
2022-11,10kg상자,9542.307692307691,260.0,248100,광주,광주중앙청과,오이,가시오이,전남,구례군,4등
2022-11,10kg상자,3888.888888888889,180.0,70000,광주,광주청과,오이,가시오이,강원,강릉시,특
2022-11,10kg상자,10300,170.0,175100,광주,광주중앙청과,오이,가시오이,전북,순창군,상
2022-11,10kg상자,4333.333333333333,60.0,26000,광주,광주원협(공),오이,가시오이,전북,장수군,특
2022-10,10kg상자,18245.76837416481,8980.0,16384700,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2022-10,10kg상자,21625.14220705347,8790.0,19008500,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2022-10,10kg상자,19466.66666666667,3930.0,7650400,광주,광주중앙청과,오이,가시오이,전남,함평군,특
2022-10,10kg상자,14672.22222222222,3060.0,4489700,광주,광주중앙청과,오이,가시오이,광주,광산구,특
2022-10,10kg파렛트,12041.66666666667,2280.0,2745500,광주,광주청과,오이,가시오이,강원,강릉시,특
2022-10,10kg상자,13929.86425339367,2210.0,3078500,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2022-10,10kg상자,18073.54838709677,1550.0,2801400,광주,광주중앙청과,오이,가시오이,전북,순창군,특
2022-10,10kg상자,20447.32824427481,1310.0,2678600,광주,광주중앙청과,오이,가시오이,전남,장흥군,특
2022-10,10kg상자,12777.68595041322,1210.0,1546100,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2022-10,10kg상자,8633.333333333334,570.0,492100,광주,광주중앙청과,오이,가시오이,광주,광산구,상
2022-10,10kg상자,11476,500.0,573800,광주,광주중앙청과,오이,가시오이,전남,함평군,보통
2022-10,10kg상자,13978.26086956522,460.0,643000,광주,광주중앙청과,오이,가시오이,전남,함평군,상
2022-10,10kg상자,14460.9756097561,410.0,592900,광주,광주원협(공),오이,가시오이,전북,장수군,특
2022-10,10kg상자,14494.73684210526,380.0,550800,광주,광주중앙청과,오이,가시오이,전북,순창군,상
2022-10,10kg상자,8871.052631578947,380.0,337100,광주,광주중앙청과,오이,가시오이,전북,정읍시,보통
2022-10,10kg파렛트,7821.052631578948,380.0,297200,광주,광주청과,오이,가시오이,강원,강릉시,상
2022-10,10kg상자,21711.11111111111,360.0,781600,광주,광주중앙청과,오이,가시오이,전남,나주시,특
2022-10,10kg상자,14751.72413793103,290.0,427800,광주,광주중앙청과,오이,가시오이,전남,장흥군,상
2022-10,10kg상자,14526.66666666667,150.0,217900,광주,광주중앙청과,오이,가시오이,전남,구례군,4등
2022-10,10kg상자,5600,90.0,50400,광주,광주원협(공),오이,가시오이,전라북도,장수군,5등
2022-10,10kg상자,13475,80.0,107800,광주,광주청과,오이,가시오이,전북,장수군,특
2022-10,10kg상자,4285.714285714285,70.0,30000,광주,광주원협(공),오이,가시오이,전라북도,장수군,상
2022-10,10kg상자,7016.666666666668,60.0,42100,광주,광주청과,오이,가시오이,전북,장수군,상
2022-10,10kg상자,25300,50.0,126500,광주,광주중앙청과,오이,가시오이,전남,나주시,.
2022-10,10kg상자,12300,50.0,61500,광주,광주중앙청과,오이,가시오이,전남,나주시,상
2022-10,10kg상자,8780,50.0,43900,광주,광주중앙청과,오이,가시오이,광주,광산구,보통
2022-10,10kg상자,13400,40.0,53600,광주,광주중앙청과,오이,가시오이,전북,장수군,특
2022-10,10kg상자,5600,30.0,16800,광주,광주원협(공),오이,가시오이,전라북도,장수군,등외
2022-10,10kg상자,12300,20.0,24600,광주,광주중앙청과,오이,가시오이,전북,장수군,.
2022-10,10kg상자,10000,10.0,10000,광주,광주원협(공),오이,가시오이,전라북도,장수군,특
2022-10,10kg상자,4000,10.0,4000,광주,광주원협(공),오이,가시오이,전북,장수군,상
2022-09,10kg상자,31844.24242424242,9900.0,31525800,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2022-09,10kg파렛트,16100.17793594306,5620.0,9048300,광주,광주청과,오이,가시오이,강원,강릉시,특
2022-09,10kg상자,26235.98130841121,4280.0,11229000,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2022-09,10kg상자,22240.86021505376,1860.0,4136800,광주,광주중앙청과,오이,가시오이,전북,장수군,특
2022-09,10kg상자,25543.50649350649,1540.0,3933700,광주,광주중앙청과,오이,가시오이,광주,광산구,특
2022-09,10kg상자,20814.49275362319,1380.0,2872400,광주,광주원협(공),오이,가시오이,전북,장수군,특
2022-09,10kg상자,18152.55474452555,1370.0,2486900,광주,광주원협(공),오이,가시오이,전북,장수군,상
2022-09,10kg상자,23001.53846153846,1300.0,2990200,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2022-09,10kg상자,22679.43925233645,1070.0,2426700,광주,광주청과,오이,가시오이,전북,장수군,특
2022-09,10kg상자,14357.14285714286,1050.0,1507500,광주,광주원협(공),오이,가시오이,전라북도,장수군,상
2022-09,10kg상자,24251.25,800.0,1940100,광주,광주중앙청과,오이,가시오이,전북,장수군,.
2022-09,10kg상자,19948,750.0,1496100,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2022-09,10kg상자,12727.1186440678,590.0,750900,광주,광주중앙청과,오이,가시오이,전북,정읍시,보통
2022-09,10kg상자,7751.923076923077,520.0,403100,광주,광주원협(공),오이,가시오이,전라북도,장수군,5등
2022-09,10kg상자,21813.72549019608,510.0,1112500,광주,광주원협(공),오이,가시오이,전라북도,장수군,특
2022-09,10kg파렛트,5476.470588235294,340.0,186200,광주,광주청과,오이,가시오이,강원,강릉시,상
2022-09,10kg상자,13784.84848484848,330.0,454900,광주,광주청과,오이,가시오이,전북,장수군,상
2022-09,10kg상자,15183.87096774194,310.0,470700,광주,광주중앙청과,오이,가시오이,전북,장수군,상
2022-09,10kg상자,15770,300.0,473100,광주,광주원협(공),오이,가시오이,전라북도,장수군,등외
2022-09,20kg상자,28666.66666666667,180.0,258000,광주,광주중앙청과,오이,가시오이,전남,구례군,보통
2022-09,10kg상자,40400,160.0,646400,광주,광주중앙청과,오이,가시오이,전남,나주시,특
2022-09,10kg상자,20256.25,160.0,324100,광주,광주중앙청과,오이,가시오이,전남,구례군,4등
2022-09,10kg상자,36240,150.0,543600,광주,광주중앙청과,오이,가시오이,전남,장흥군,특
2022-09,10kg상자,13992.85714285714,140.0,195900,광주,광주중앙청과,오이,가시오이,광주,광산구,상
2022-09,5kg상자,16240,75.0,243600,광주,광주원협(공),오이,가시오이,전라북도,장수군,상
2022-09,10kg상자,13928.57142857143,70.0,97500,광주,광주원협(공),오이,가시오이,전북,장수군,5등
2022-09,10kg상자,30800,40.0,123200,광주,광주청과,오이,가시오이,전남,장흥군,특
2022-09,11kg상자,16666.66666666667,33.0,50000,광주,광주중앙청과,오이,가시오이,전북,장수군,특
2022-09,5kg상자,16000,30.0,96000,광주,광주원협(공),오이,가시오이,전라북도,장수군,등외
2022-09,10kg상자,24800,30.0,74400,광주,광주청과,오이,가시오이,전남,장흥군,상
2022-09,10kg상자,23000,30.0,69000,광주,광주중앙청과,오이,가시오이,전남,장흥군,상
2022-09,10kg파렛트,9200,30.0,27600,광주,광주청과,오이,가시오이,강원,강릉시,보통
2022-09,10kg상자,18800,20.0,37600,광주,광주청과,오이,가시오이,전남,장흥군,보통
2022-09,10kg상자,4000,20.0,8000,광주,광주원협(공),오이,가시오이,전라북도,장수군,보통
2022-09,5kg상자,11466.66666666667,15.0,34400,광주,광주원협(공),오이,가시오이,전라북도,장수군,5등
2022-09,5kg상자,24000,10.0,48000,광주,광주원협(공),오이,가시오이,전라북도,장수군,특
2022-09,10kg상자,41200,10.0,41200,광주,광주중앙청과,오이,가시오이,전남,나주시,.
2022-09,10kg상자,33100,10.0,33100,광주,광주중앙청과,오이,가시오이,전남,함평군,상
2022-09,10kg상자,18500,10.0,18500,광주,광주중앙청과,오이,가시오이,전남,함평군,보통
2022-09,10kg상자,7000,10.0,7000,광주,광주중앙청과,오이,가시오이,전북,장수군,보통
2022-09,8kg상자,14800,8.0,14800,광주,광주원협(공),오이,가시오이,전북,장수군,5등
2022-09,8kg상자,5000,8.0,5000,광주,광주중앙청과,오이,가시오이,전북,장수군,상
2022-08,10kg상자,22484.21052631579,10640.0,23923200,광주,광주원협(공),오이,가시오이,전북,장수군,특
2022-08,10kg상자,27863.91752577319,8730.0,24325200,광주,광주청과,오이,가시오이,전북,장수군,특
2022-08,10kg상자,20761.10429447853,8150.0,16920300,광주,광주원협(공),오이,가시오이,전북,장수군,상
2022-08,10kg상자,30812.39892183288,7420.0,22862800,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2022-08,10kg상자,19941.95583596214,6340.0,12643200,광주,광주중앙청과,오이,가시오이,전북,장수군,특
2022-08,10kg상자,28305.99315068493,5840.0,16530700,광주,광주중앙청과,오이,가시오이,전북,정읍시,특
2022-08,10kg상자,21297.81553398058,4120.0,8774700,광주,광주중앙청과,오이,가시오이,광주,광산구,특
2022-08,10kg상자,20291.03641456583,3570.0,7243900,광주,광주중앙청과,오이,가시오이,전북,장수군,.
2022-08,10kg파렛트,18468.77192982456,2850.0,5263600,광주,광주청과,오이,가시오이,강원,강릉시,특
2022-08,10kg상자,9801.673640167364,2390.0,2342600,광주,광주중앙청과,오이,가시오이,전북,장수군,상
2022-08,10kg상자,18088.68778280543,2210.0,3997600,광주,광주중앙청과,오이,가시오이,전북,정읍시,상
2022-08,10kg상자,15764.91228070175,1710.0,2695800,광주,광주청과,오이,가시오이,전북,장수군,상
2022-08,10kg상자,23746.30872483222,1490.0,3538200,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2022-08,10kg상자,12459.06040268456,1490.0,1856400,광주,광주중앙청과,오이,가시오이,전북,정읍시,보통
2022-08,10kg파렛트,25706.89655172414,1450.0,3727500,광주,광주청과,오이,가시오이,전북,장수군,특
2022-08,10kg상자,28778.29457364341,1290.0,3712400,광주,광주원협(공),오이,가시오이,전라북도,장수군,특
2022-08,10kg상자,17317.88617886179,1230.0,2130100,광주,광주원협(공),오이,가시오이,전라북도,장수군,상
2022-08,20kg상자,23105.55555555555,1080.0,1247700,광주,광주중앙청과,오이,가시오이,전남,구례군,상
2022-08,10kg상자,26437,1000.0,2643700,광주,광주청과,오이,가시오이,전남,장흥군,특
2022-08,10kg상자,22571.21212121212,660.0,1489700,광주,광주원협(공),오이,가시오이,전라북도,장수군,등외
2022-08,10kg상자,18807.8125,640.0,1203700,광주,광주청과,오이,가시오이,전남,장흥군,상
2022-08,10kg상자,11241.66666666667,600.0,674500,광주,광주원협(공),오이,가시오이,전라북도,장수군,5등
2022-08,10kg파렛트,8169.04761904762,420.0,343100,광주,광주청과,오이,가시오이,강원,강릉시,상
2022-08,10kg상자,9058.536585365853,410.0,371400,광주,광주중앙청과,오이,가시오이,광주,광산구,보통
2022-08,10kg상자,11902.5641025641,390.0,464200,광주,광주중앙청과,오이,가시오이,광주,광산구,상
2022-08,10kg파렛트,25758.06451612903,310.0,798500,광주,광주청과,오이,가시오이,전남,장흥군,특
2022-08,10kg상자,36179.31034482759,290.0,1049200,광주,광주중앙청과,오이,가시오이,전남,구례군,.
2022-08,10kg상자,11007.40740740741,270.0,297200,광주,광주원협(공),오이,가시오이,전북,장수군,5등
2022-08,20kg상자,22616.66666666667,240.0,271400,광주,광주중앙청과,오이,가시오이,전남,구례군,특
2022-08,10kg파렛트,23686.95652173913,230.0,544800,광주,광주청과,오이,가시오이,전남,장흥군,상
2022-08,10kg파렛트,16950,200.0,339000,광주,광주청과,오이,가시오이,전북,장수군,상
2022-08,20kg상자,29200,180.0,262800,광주,광주중앙청과,오이,가시오이,전남,구례군,보통
2022-08,10kg상자,20781.25,160.0,332500,광주,광주청과,오이,가시오이,전남,장흥군,보통
2022-08,10kg상자,21000,150.0,315000,광주,광주원협(공),오이,가시오이,전라북도,장수군,보통
2022-08,10kg상자,18408.33333333333,120.0,220900,광주,광주중앙청과,오이,가시오이,전북,장수군,4등
2022-08,10kg상자,32000,90.0,288000,광주,광주중앙청과,오이,가시오이,전남,구례군,4등
2022-08,10kg상자,4888.888888888889,90.0,44000,광주,광주중앙청과,오이,가시오이,전북,장수군,보통
