Month,Seoul_amount_grade,Seoul_allpay_grade,Seoul_pay_grade,Busan_amount_grade,Busan_allpay_grade,Busan_pay_grade,Daegu_amount_grade,Daegu_allpay_grade,Daegu_pay_grade,Daejeon_amount_grade,Daejeon_allpay_grade,Daejeon_pay_grade,Gwangju_amount_grade,Gwangju_allpay_grade,Gwangju_pay_grade
2022-06,-1305940.0999999996,277837600,485.0437435413653,-205899.8999999999,55185550,586.5888696385732,-561225.0,-3577400,475.63543292701524,-184876.0,-9507800,572.6128195571944,-186166.0,83204240,454.182718869499
2022-07,-275893.89000000013,932157915,369.2533638205721,-17318.900000000023,190457950,402.986873945129,-159837.0,42607500,263.6464268006541,-79402.0,-33745840,349.2408537556573,-109756.0,10020740,336.55200273428454
2022-08,-349847.18999999994,3371193275,1171.0375007199596,-103270.79999999999,177134030,927.625369402328,-187396.0,511347300,930.708016546504,-40581.5,267682508,1194.86074497368,-167223.5,242116970,1396.7466925346685
2022-09,841672.0399999991,243516260,-590.3252870323913,47342.20000000001,69252720,-172.22977412576165,114301.0,-79950100,-382.6401044740587,98787.0,57353866,-714.0573421089839,118883.5,67585180,-635.4284891611605
2022-10,-142816.15999999922,-3423431000,-715.8106427779435,27465.800000000047,-321368800,-770.3719445615175,-85360.0,-763154900,-594.7998448435217,-35022.5,-405378234,-845.458004539799,79407.0,-293528020,-837.8760153042783
2022-11,159977.08000000007,-2280904750,-594.2108885306525,53801.29999999993,-297776200,-728.2124840779225,48790.0,-427836200,-517.9268383609478,61687.0,-62644180,-423.32287088922476,38692.0,-314700575,-596.9628166659404
2022-12,-1242254.65,2035860250,1221.293688323878,-178644.09999999998,151832500,1091.1994121083044,-132722.0,539867200,820.8239037916967,-62856.0,311403787,1112.8595000496528,-150204.0,445354155,1289.9863592942831
2023-01,-600844.6700000004,1486981150,1215.2431056190844,-52852.79999999999,264592300,1163.0111144380662,54572.0,582577000,513.4226269341416,-46362.0,216511893,1061.5848669811708,-38578.0,365725730,1005.6342937572113
2023-02,-256394.7999999998,-171826800,360.65300112332125,-22447.900000000023,114690550,614.4212685608841,-186332.0,-84002300,546.0893287523736,-47111.0,-13157500,589.576298581364,-47917.0,108454720,679.6780083038384
2023-03,1208289.3900000001,1881356750,-931.072742397504,178925.90000000002,346079350,-899.3228452610324,343006.0,618413100,-425.26924715770883,126208.0,202898100,-841.9925465560677,223116.0,351788980,-962.0759229526489
2023-04,756589.7199999993,-2163006000,-1098.8677446825932,121502.29999999999,-307327700,-1181.7854144678463,87096.0,-690181000,-799.3220000863537,87143.0,-218233190,-1065.5606657320004,29211.0,-639443930,-1101.8014218887984
2023-05,775910.0700000003,589897750,-225.65062569453062,107410.59999999998,40582650,-295.3147844162063,193232.0,180037500,-139.3576421135649,75474.0,-54561710,-414.215635689643,108146.0,-27282149,-351.35006407297374
2023-06,278890.9400000004,-1513473100,-389.90244880269097,-26387.599999999977,-296915750,-340.2176283827098,-175554.0,-515979600,-174.9759990242926,-78932.0,-236536558,-174.80603610158846,1679.0,-202266991,-263.5510619363936
2023-07,-1110442.0600000005,-1411744948,89.0290158491432,-120372.3999999999,-80265600,224.4816140175526,-205946.0,-226848900,104.15815563196293,-89767.0,-105421310,134.08794854058374,-167725.0,-135780267,233.23710137879561
2023-08,-3130960.1099999994,-5215921402,91.37311344064824,-456656.6000000001,-893558000,114.02332109012377,-686612.0,-1181320700,-58.78230120783519,-289093.0,-557827552,-106.90332707850052,-452276.0,-895089473,-241.4100667477096
2023-09,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2023-10,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2023-11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2023-12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
