Date,서울 총거래물량,서울 총거래금액,서울 평균단가,서울 평균단가 편차,부산 총거래물량,부산 총거래금액,부산 평균단가,부산 평균단가 편차,대구 총거래물량,대구 총거래금액,대구 평균단가,대구 평균단가 편차,대전 총거래물량,대전 총거래금액,대전 평균단가,대전 평균단가 편차,광주 총거래물량,광주 총거래금액,광주 평균단가,광주 평균단가 편차,전국 평균단가,전국 평균단가 편차
2021-05-01,4877778.4,8370913570,1716.1324036368687,374.6693611472101,590536.4,1076573750,1823.0438462387756,474.8489600233984,1460342.0,1990295900,1362.8971158810743,349.20160161437457,429576.0,756977050,1762.149305361566,575.5091973911797,707860.0,1155854060,1632.8851185262622,532.3142101766723,1655.1525826729887,396.7025621060691
2021-06-01,4793488.4,7282610250,1519.2714871282467,571.5302776558322,503662.0,895714800,1778.4045649661875,519.4882412959864,1469426.0,1948376300,1325.9438039071038,386.15491358834515,410665.0,639144007,1556.3634763128098,744.8468003467194,653470.0,956384395,1463.5475155707225,701.651813132212,1496.9559153974183,554.8992293816395
2021-07-01,4644589.35,4126580450,888.4704629484629,1202.331301835616,753932.9,760043600,1008.1050979470454,1289.7877083151286,1542884.0,1076610500,697.7909551204109,1014.307762375038,435521.0,385714890,885.6401643089541,1354.4213144099572,557883.0,476417020,853.9730015074846,1311.2263271954498,860.1801738107096,1191.6749709683481
2021-08-01,3756797.22,6405382590,1705.011533734046,385.79023105003284,550469.7,1062873200,1930.8477832658184,367.04502299635556,1098404.0,1634272900,1487.8613879774657,224.2373295179832,278014.0,514594548,1850.966311049084,240.61589773570745,433754.0,853531760,1967.7784181817344,197.42091052120008,1711.6076081720812,340.2475366069766
2021-09-01,4588209.55,9799784380,2135.8624258998807,-45.06066111580185,535294.5,1422833300,2658.038332170422,-360.14552590824815,1231269.0,2386986100,1938.638997652016,-226.54028015656718,407117.0,951951571,2338.2751665983,-306.7178067906284,457802.0,1151423360,2515.1121227080703,-349.91279400513577,2176.405669685039,-124.55052490598109
2021-10-01,3629822.45,8101611660,2231.958111339578,-141.1563465554991,428466.3,1200484000,2801.816618949962,-503.9238126877881,796739.0,1629569718,2045.2992987665973,-333.2005812711484,310056.0,701738900,2263.2650230926024,-186.30104453275362,388098.0,929376480,2394.6953604501955,-229.496031747261,2262.2671692674203,-210.41202448836248
2021-11-01,3600907.58,8648078750,2401.6386307809653,-310.83686599688644,415082.8,1154668800,2781.7794425594125,-483.8866362972385,932316.0,1926812500,2066.694661466713,-354.5959439712642,360056.0,889418300,2470.2221321127827,-305.74838260836714,422401.0,1061976390,2514.142698525809,-348.9433698228745,2387.2831301577835,-335.4279853787257
2021-12-01,2095295.27,6781030640,3236.312674919559,-1145.5109101354801,262487.4,821985400,3131.523265497696,-833.6304592355218,625977.0,1539123400,2458.7539158786985,-746.6551983832496,248504.0,728471500,2931.4276631362072,-892.4324419293052,296556.0,919568780,3100.826757846747,-935.6274291438126,3057.7305527204794,-1005.8754079414216
2022-01-01,2826074.21,11059930100,3913.5313789229904,-1646.802992410218,403176.8,1657922300,4112.147077907261,-1724.635628546248,912350.0,2613390400,2864.460349646517,-1045.0035818796318,332482.0,1296292800,3898.8360272135033,-1551.5332325002973,397567.0,1526465481,3839.517568108017,-1671.7227833000702,3726.458395766407,-1533.6236008737433
2022-02-01,2675632.47,7577148150,2831.909178467998,-565.1807919552257,424483.4,1174968300,2767.995874514763,-380.4844251537502,969204.0,1819603100,1877.4201303337584,-57.96336256687323,327074.0,894418200,2734.605012932853,-384.38075903120034,381397.0,1019232030,2672.36509463892,-504.5703098309732,2613.2097698951816,-420.37497500251766
2022-03-01,3778510.270000001,10212341280,2702.7427611041003,-436.01437459132785,493467.1,1359360700,2754.71394141575,-367.2024920547374,1310166.0,2737053600,2089.0891688534125,-269.63240108652735,435242.0,1159167400,2663.271007853102,-415.69307936682844,603878.0,1632691310,2703.677414974548,-535.8826301666013,2582.6814815251787,-389.8466866325148
2022-04-01,5333956.87,8716659530,1634.1826044798895,632.5457820328829,685485.4,1238553550,1806.8270308893525,580.6844184716601,1435586.0,1935425400,1348.1779565975148,471.27881116937033,544394.0,936057400,1719.4484142000097,686.5419138002451,756658.0,1211744220,1601.4424218074744,566.3523630004722,1603.2790549098063,589.5557399828576
2022-05-01,5463470.8,7274140350,1331.4137873675468,935.3145991452257,779789.8999999999,1065922700,1366.9357605170317,1020.575688843981,1823389.0,1962061500,1076.0520656864771,743.404702080408,606272.0,822474400,1356.6095745803864,1041.133695697493,880436.0,1097772190,1246.8506399102264,920.9441448977202,1279.3796195865252,913.4551753061387
2022-06-01,4157530.7,7551977950,1816.457530908912,450.27085560386035,573890.0,1121108250,1953.5246301556049,433.98681920540776,1262164.0,1958484100,1551.6874986134924,267.76926915339277,421396.0,812966600,1929.2223941375807,586.950976827994,694270.0,1180976430,1701.0333587797254,466.7614260282212,1775.9274307206524,416.9073641720115
2022-07-01,3881636.81,8484135865,2185.710894729484,81.01749178328828,556571.1,1311566200,2356.511504100734,30.999945260278764,1102327.0,2001091600,1815.3339254141465,4.122842352738644,341994.0,779220760,2278.463247893238,250.3989740937095,584514.0,1190997170,2037.58536151401,130.20942329393665,2128.7954613246875,64.03933356797643
2022-08-01,3531789.62,11855329140,3356.7483954494437,-1090.0200089366713,453300.3,1488700230,3284.136873503062,-896.6254241420493,914931.0,2512438900,2746.0419419606505,-926.5851741937654,301412.5,1046903268,3473.323992866918,-1146.347718440959,417290.5,1433114140,3434.3320540486784,-1266.5372692407318,3263.4608745823552,-1070.6260796896913
2022-09-01,4373461.659999999,12098845400,2766.4231084170524,-499.69472190427996,500642.5,1557952950,3111.9070993773003,-724.3956500162876,1029232.0,2432488800,2363.401837486592,-543.9450697197067,400199.5,1104257134,2759.2666507579343,-510.9192292797984,536174.0,1500699320,2798.903564887518,-631.1087800795713,2733.19256712426,-540.3577722315963
2022-10-01,4230645.5,8675414400,2050.612465639109,216.11592087366353,528108.3,1236584150,2341.535154815783,45.97629454522985,943872.0,1669333900,1768.6019926430702,50.85477512381499,365177.0,698878900,1913.8086462181352,326.9567860244799,615581.0,1207171300,1961.0275495832395,206.76723522470706,2018.0470033757451,174.7877915169188
2022-11-01,4390622.58,6394509650,1456.4015771084564,810.326809404316,581909.6,938807950,1613.3226707378603,774.1887786231523,992662.0,1241497700,1250.6751542821223,568.7816134847628,426864.0,636234720,1490.4857753289104,923.9196026904203,654273.0,892470725,1364.0647329172991,803.7300518906475,1433.86969571873,758.9650991739338
2022-12-01,3148367.93,8430369900,2677.6952654323345,-410.9668789195621,403265.5,1090640450,2704.5220828461647,-317.0106334851521,859940.0,1781364900,2071.499058073819,-252.04229030693386,364008.0,947638507,2603.345275378563,-366.0667566038628,504069.0,1337824880,2654.0510922115823,-486.2563074036357,2573.6246778368622,-380.7898829441983
2023-01-01,2547523.26,9917351050,3892.938371051419,-1468.3657820610379,350412.7,1355232750,3867.533197284231,-1254.1628966590088,914512.0,2363941900,2584.9216850079606,-478.53463670695646,317646.0,1164150400,3664.930142359734,-1110.122660760043,465491.0,1703550610,3659.6853859687935,-1135.22567278187,3591.3222916457626,-1184.8381010211247
2023-02-01,2291128.46,9745524250,4253.59137217474,-1829.018783184359,327964.8,1469923300,4481.954465845115,-1868.5841652198928,728180.0,2279939600,3131.011013760334,-1024.62396545933,270535.0,1150992900,4254.506440941098,-1789.8006690638813,417574.0,1812005330,4339.363394272632,-1814.9036810857083,4078.5195353463246,-1672.0353447216867
2023-03-01,3499417.85,11626881000,3322.518629777236,-897.9460407868551,506890.7,1816002650,3582.6316205840826,-969.2613199588604,1071186.0,2898352700,2705.7417666026254,-599.3547183016212,396743.0,1353891000,3412.51389438503,-827.7247461112324,640690.0,2163794310,3377.287471319983,-852.8277581330594,3247.6135649391294,-841.1293743144915
2023-04-01,4256007.569999999,9463875000,2223.650885094643,200.92170389573812,628393.0,1508674950,2400.8462061162363,212.52409450898585,1158282.0,2208171700,1906.4197665162717,199.96728178473245,483886.0,1135657810,2346.95322865303,274.0766757775659,669901.0,1524350380,2275.4860494311847,248.97366375573893,2201.1806881023194,205.30350252231847
2023-05-01,5031917.64,10053772750,1998.0002594001123,426.57232959026874,735803.6,1549257600,2105.53142170003,507.83887892519215,1351514.0,2388209200,1767.0621244027068,339.32492389829736,559360.0,1081096100,1932.7375929633868,625.4267398505397,778047.0,1497068231,1924.135985358211,600.3237278287127,1959.336035598924,447.148155025714
2023-06-01,5310808.58,8540299650,1608.0978105974214,816.4747783929597,709416.0,1252341850,1765.3137933173202,848.0565073079019,1175960.0,1872229600,1592.0861253784142,514.30092292259,480428.0,844559542,1757.9315568617983,888.9778017869332,779726.0,1294801240,1660.5849234218174,863.8747897651062,1632.4123911793513,774.0717994452866
2023-07-01,4200366.52,7128554702,1697.1268264465646,727.4457625438165,589043.6000000001,1172076250,1989.7954073348728,623.5748932903493,970014.0,1645380700,1696.244281010377,410.14276729062703,390661.0,739138232,1892.019505402382,655.7407004081376,612001.0,1159020973,1893.822024800613,630.6376883863106,1751.5557546611076,654.9284359635303
2023-08-01,1069406.41,1912633300,1788.4999398872128,636.0726491031683,132387.0,278518250,2103.8187284249966,509.55157220022556,283402.0,464060000,1637.461979802542,468.9250684984622,101568.0,181310680,1785.1161783238815,897.1507671558472,159725.0,263931500,1652.4119580529034,872.0477551340202,1775.2501031484087,631.2340874762292
