Date,서울 총거래물량,서울 총거래금액,서울 평균단가,부산 총거래물량,부산 총거래금액,부산 평균단가,대구 총거래물량,대구 총거래금액,대구 평균단가,대전 총거래물량,대전 총거래금액,대전 평균단가,광주 총거래물량,광주 총거래금액,광주 평균단가
2022-03-01,3778510.270000001,10212341280,2702.7427611041003,493467.1,1359360700,2754.71394141575,1310166.0,2737053600,2089.0891688534125,435242.0,1159167400,2663.271007853102,603878.0,1632691310,2703.677414974548
2022-04-01,5333956.87,8716659530,1634.1826044798895,685485.4,1238553550,1806.8270308893525,1435586.0,1935425400,1348.1779565975148,544394.0,936057400,1719.4484142000097,756658.0,1211744220,1601.4424218074744
2022-05-01,5463470.8,7274140350,1331.4137873675468,779789.8999999999,1065922700,1366.9357605170317,1823389.0,1962061500,1076.0520656864771,606272.0,822474400,1356.6095745803864,880436.0,1097772190,1246.8506399102264
2022-06-01,4157530.7,7551977950,1816.457530908912,573890.0,1121108250,1953.5246301556049,1262164.0,1958484100,1551.6874986134924,421396.0,812966600,1929.2223941375807,694270.0,1180976430,1701.0333587797254
2022-07-01,3881636.81,8484135865,2185.710894729484,556571.1,1311566200,2356.511504100734,1102327.0,2001091600,1815.3339254141465,341994.0,779220760,2278.463247893238,584514.0,1190997170,2037.58536151401
2022-08-01,3531789.62,11855329140,3356.7483954494437,453300.3,1488700230,3284.136873503062,914931.0,2512438900,2746.0419419606505,301412.5,1046903268,3473.323992866918,417290.5,1433114140,3434.3320540486784
2022-09-01,4373461.659999999,12098845400,2766.4231084170524,500642.5,1557952950,3111.9070993773003,1029232.0,2432488800,2363.401837486592,400199.5,1104257134,2759.2666507579343,536174.0,1500699320,2798.903564887518
2022-10-01,4230645.5,8675414400,2050.612465639109,528108.3,1236584150,2341.535154815783,943872.0,1669333900,1768.6019926430702,365177.0,698878900,1913.8086462181352,615581.0,1207171300,1961.0275495832395
2022-11-01,4390622.58,6394509650,1456.4015771084564,581909.6,938807950,1613.3226707378603,992662.0,1241497700,1250.6751542821223,426864.0,636234720,1490.4857753289104,654273.0,892470725,1364.0647329172991
2022-12-01,3148367.93,8430369900,2677.6952654323345,403265.5,1090640450,2704.5220828461647,859940.0,1781364900,2071.499058073819,364008.0,947638507,2603.345275378563,504069.0,1337824880,2654.0510922115823
2023-01-01,2547523.26,9917351050,3892.938371051419,350412.7,1355232750,3867.533197284231,914512.0,2363941900,2584.9216850079606,317646.0,1164150400,3664.930142359734,465491.0,1703550610,3659.6853859687935
2023-02-01,2291128.46,9745524250,4253.59137217474,327964.8,1469923300,4481.954465845115,728180.0,2279939600,3131.011013760334,270535.0,1150992900,4254.506440941098,417574.0,1812005330,4339.363394272632
2023-03-01,3499417.85,11626881000,3322.518629777236,506890.7,1816002650,3582.6316205840826,1071186.0,2898352700,2705.7417666026254,396743.0,1353891000,3412.51389438503,640690.0,2163794310,3377.287471319983
2023-04-01,4256007.569999999,9463875000,2223.650885094643,628393.0,1508674950,2400.8462061162363,1158282.0,2208171700,1906.4197665162717,483886.0,1135657810,2346.95322865303,669901.0,1524350380,2275.4860494311847
2023-05-01,5031917.64,10053772750,1998.0002594001123,735803.6,1549257600,2105.53142170003,1351514.0,2388209200,1767.0621244027068,559360.0,1081096100,1932.7375929633868,778047.0,1497068231,1924.135985358211
2023-06-01,5310808.58,8540299650,1608.0978105974214,709416.0,1252341850,1765.3137933173202,1175960.0,1872229600,1592.0861253784142,480428.0,844559542,1757.9315568617983,779726.0,1294801240,1660.5849234218174
2023-07-01,4200366.52,7128554702,1697.1268264465646,589043.6000000001,1172076250,1989.7954073348728,970014.0,1645380700,1696.244281010377,390661.0,739138232,1892.019505402382,612001.0,1159020973,1893.822024800613
2023-08-01,1069406.41,1912633300,1788.4999398872128,132387.0,278518250,2103.8187284249966,283402.0,464060000,1637.461979802542,101568.0,181310680,1785.1161783238815,159725.0,263931500,1652.4119580529034
