Date,서울 총거래물량,서울 총거래금액,서울 평균단가,서울 평균단가 편차,부산 총거래물량,부산 총거래금액,부산 평균단가,부산 평균단가 편차,대구 총거래물량,대구 총거래금액,대구 평균단가,대구 평균단가 편차,대전 총거래물량,대전 총거래금액,대전 평균단가,대전 평균단가 편차,광주 총거래물량,광주 총거래금액,광주 평균단가,광주 평균단가 편차,전국 평균단가
2020-11-01,4236717.58,6075622000,1434.0398870769195,24554.032235519328,464924.7,829270587,1783.6664453405035,26946.413925171302,876260.0,1108274200,1264.777805674115,19456.84412037737,505340.0,733375845,1451.2523152728857,22442.884367456885,534602.0,789348090,1476.515407723877,24624.45210037243,1440.9360992096356
2020-12-01,3592812.1899999995,8326873300,2317.647808915946,23670.4243136803,432768.8,1086747462,2511.1502076859515,26218.930162825854,967796.0,1753156100,1811.493434566789,18910.128491484695,451771.0,946171300,2094.3604171139805,21695.092756469363,503383.0,1119678340,2224.3070187113985,23876.660489384907,2224.5200578504514
2021-01-01,2515752.2800000003,9552292700,3796.9925639896464,23440.515027395784,289478.7,1177572900,4067.908623328763,26113.891556360722,872001.0,2386581700,2736.902480616421,19354.06580682319,304294.0,1139783000,3745.663733100225,23751.290652348536,426124.0,1548581140,3634.109179487661,23900.845772078865,3585.768269194551
2021-02-01,2784898.8,9301821850,3340.093309674305,23897.414281711124,338578.5,1155127980,3411.6991480557685,26770.101031633716,927252.0,2252878300,2429.628946607826,19661.339340831782,353502.0,1121350300,3172.1186867401034,24178.954170643377,438692.0,1406642060,3206.4456611928185,24328.509290373706,3146.409626185903
2021-03-01,3687099.34,9773525250,2650.735537274675,24586.772054110756,455159.7,1365005850,2998.960255048942,27182.839924640542,1123990.0,2469825100,2197.372841395386,19893.595446044223,470872.0,1277947300,2714.001469613823,24737.611904220925,645440.0,1708988240,2647.7879276152703,24887.167023951253,2600.0991821301877
2021-04-01,5199504.12,8397347080,1615.0284500591952,25622.479141326236,630508.1,1128403450,1789.6732016606925,28392.126978028795,1512958.0,2032180800,1343.183882169895,20747.784405269715,497880.0,844059300,1695.3067004097372,25781.748641882445,740575.0,1187623980,1603.6511899537522,25931.303761612773,1583.608114224178
2021-05-01,4877778.4,8370913570,1716.1324036368687,25521.375187748563,590536.4,1076573750,1823.043846238776,28358.75633345071,1460342.0,1990295900,1362.8971158810743,20728.071171558535,429576.0,756977050,1762.149305361566,25752.514713309934,707860.0,1155854060,1632.8851185262622,25902.069833040263,1655.1525826729887
2021-06-01,4793488.4,7282610250,1519.2714871282467,25718.236104257183,503662.0,895714800,1778.4045649661875,28403.395614723297,1469426.0,1948376300,1325.9438039071038,20765.024483532507,410665.0,639144007,1556.3634763128098,25921.852316265475,653470.0,956384395,1463.5475155707225,26071.407435995803,1496.9559153974183
2021-07-01,4644589.35,4126580450,888.4704629484629,26349.03712843697,753932.9,760043600,1008.1050979470454,29173.69508174244,1542884.0,1076610500,697.7909551204109,21393.1773323192,435521.0,385714890,885.6401643089541,26531.42683032871,557883.0,476417020,853.9730015074846,26680.98195005904,860.1801738107096
2021-08-01,3756797.22,6405382590,1705.011533734046,25532.496057651384,550469.7,1062873200,1930.8477832658184,28250.95239642367,1098404.0,1634272900,1487.8613879774657,20603.106899462146,278014.0,514594548,1850.966311049084,25417.621413654462,433754.0,853531760,1967.7784181817344,25567.17653338479,1711.6076081720812
2021-09-01,4588209.55,9799784380,2135.8624258998807,25101.64516548555,535294.5,1422833300,2658.038332170422,27523.761847519065,1231269.0,2386986100,1938.638997652016,20152.329289787594,407117.0,951951571,2338.2751665983,24870.287709128126,457802.0,1151423360,2515.1121227080703,25019.842828858455,2176.405669685039
2021-10-01,3629822.45,8101611660,2231.958111339578,25005.549480045855,428466.3,1200484000,2801.816618949962,27379.983560739525,796739.0,1629569718,2045.2992987665973,20045.668988673013,310056.0,701738900,2263.2650230926024,24990.704471386,388098.0,929376480,2394.6953604501955,25140.25959111633,2262.2671692674203
2021-11-01,3600907.58,8648078750,2401.6386307809653,24835.868960604465,415082.8,1154668800,2781.7794425594125,27400.020737130075,932316.0,1926812500,2066.694661466713,20024.273625972895,360056.0,889418300,2470.2221321127827,24871.257133310388,422401.0,1061976390,2514.142698525809,25020.812253040716,2387.2831301577835
