Date,서울 총거래물량,서울 총거래금액,서울 평균거래금액,부산 총거래물량,부산 총거래금액,부산 평균거래금액,대구 총거래물량,대구 총거래금액,대구 평균거래금액,대전 총거래물량,대전 총거래금액,대전 평균거래금액,광주 총거래물량,광주 총거래금액,광주 평균거래금액
2021-08,6683397.2,7546671760,1129.1670290073437,1299122.2,1394191370,1073.179543848916,489153.5,528176500,1079.7765936459618,877829.0,1087301530,1238.625666274411,618902.5,765401400,1236.707558945068
2021-09,7442639.0,9982791605,1341.2973012663922,1437764.7000000002,1933119600,1344.5312713547632,478216.4,601170750,1257.1102747626387,1069494.0,1678678290,1569.6004746169683,832034.0,1165353900,1400.6085087869005
2021-10,8029655.4,9772609520,1217.064622723411,1523911.3,1864999980,1223.8244968719637,530416.0,607174800,1144.7143374257187,1171214.0,1492070750,1273.9522836987946,691462.0,920373350,1331.0541287879882
2021-11,8452599.4,11589320066,1371.0953894254114,1447457.0999999999,1938582240,1339.3020352727553,618127.0,723631450,1170.68409889877,1233110.0,1611618330,1306.9542295496751,722718.5,1023131350,1415.6706241780169
2021-12,6280924.0,6900928250,1098.7122674944005,984994.5,1151599030,1169.1425992733969,685752.0,748707000,1091.8043257620832,912642.0,948429720,1039.2133169413637,544518.0,641573460,1178.2410498826484
2022-01,9645522.4,11354502650,1177.1786098386956,1820387.3,2221817800,1220.5192818033831,859689.0,968763700,1126.8769287498153,1482963.0,1722865160,1161.7721817739216,850249.0,1073912050,1263.0559400834343
2022-02,7432480.8,8506921300,1144.560144709691,1289319.0999999999,1490064160,1155.6985078403013,673768.5,761666750,1130.4576423504511,1158726.0,1336219160,1153.1795782609522,614123.0,769980700,1253.7890618003235
2022-03,9665162.9,12859394450,1330.4891581289332,1604236.6,2223540070,1386.0424765274647,768487.5,993616400,1292.9506335496674,1554361.0,1957716220,1259.4990610289374,839339.0,1169428450,1393.2730994270491
2022-04,8617125.1,8450791390,980.6973082008524,1510132.0,1469025780,972.7797172697486,647111.5,600956200,928.6748883306818,1296077.0,1332215880,1027.8832816260144,718736.0,766670180,1066.6923320941207
2022-05,8227212.5,10287507140,1250.424386145368,1481816.2,1858340100,1254.0962232697955,372780.0,419709950,1125.891812865497,1301212.0,1946709730,1496.0742215718883,797927.6,1136011850,1423.7029149010511
2022-06,8249497.2,11312882240,1371.3420303967132,1391300.0999999999,1832747480,1317.2912731049182,415000.9,546384250,1316.5856989707731,1250724.0,1926629950,1540.4117535123657,801139.0,1217262770,1519.4151951159536
2022-07,8376382.0,12935372840,1544.2673029954938,1265998.5999999999,1941609570,1533.658544330144,401363.0,548981550,1367.7931199437915,1066356.5,1767281210,1657.3080484809723,756172.0,1194014500,1579.0250101828685
2022-08,9278259.4,15246199060,1643.2175910063474,1428467.3,2633275420,1843.4271614057948,417332.14,689491800,1652.1416251334008,1136312.0,2163425210,1903.9006980477193,787166.0,1483251150,1884.2927031909408
2022-09,8742859.6,14312841800,1637.0892882690237,1507575.7999999998,2673865430,1773.6192302901122,555545.6,989229550,1780.645099160177,1263766.0,2214938100,1752.6489081048232,896295.0,1550574740,1729.982583859109
2022-10,9014638.2,14432369020,1600.9925966856886,1595430.4,2603641470,1631.9367300510257,616427.0,975703100,1582.8364104752063,1266945.0,2125123150,1677.36022479271,874682.0,1615589900,1847.0597314223912
2022-11,9249615.0,14069528730,1521.0934433487232,1652117.19,2361005330,1429.0786054952919,552819.0,756140600,1367.79054265501,1318143.0,1922551125,1458.5300115389605,897887.0,1462322250,1628.626152288651
2022-12,9760070.8,15997756760,1639.1025319201576,1720475.5999999999,2574788040,1496.555975568616,774182.0,1143861500,1477.5098103546711,1374469.0,2092317990,1522.2736853286615,907179.0,1475592000,1626.572043665032
2023-01,9411873.0,13232165810,1405.9014406590484,1547686.9,2429831740,1569.9762917163673,772379.0,1060876650,1373.518246871031,1427365.0,2204129580,1544.1947784904353,1019589.0,1667618910,1635.5795423450038
2023-02,9484701.0,15622096300,1647.0836877198342,1529990.7,2689332240,1757.744174523414,811567.0,1249216150,1539.264349092558,1426412.0,2696565930,1890.453760904984,919726.0,1655731300,1800.2440944368213
2023-03,11354414.0,18530191920,1631.9813528025313,1554876.3,2774258340,1784.2308999114591,854283.1,1229514750,1439.2357170591342,1598121.0,2715124870,1698.9482460965096,976461.0,1736268100,1778.1233454280305
2023-04,9568274.0,10351729350,1081.880530386149,1367718.1,1951475090,1426.8108976550063,560224.6,554785950,990.2920185939711,1340517.0,1659181930,1237.717932708052,802782.0,942702100,1174.294017553956
2023-05,9127647.0,14793088010,1620.6901964986157,1368209.4,2399325220,1753.6242771026132,494266.6,640999250,1296.869442523529,1451591.0,2176921770,1499.6798478359262,867571.0,1346199000,1551.6874123270602
2023-06,8595882.0,11862270400,1379.9945601859122,1261951.5699999998,1877987370,1488.1612057426262,433876.4,515281050,1187.6217512637238,1334648.0,1804786600,1352.2566249677818,862824.0,1244885450,1442.8034570202035
2023-07,8088550.5,12188833180,1506.9242851361316,1192348.33,2211692310,1854.9045227412696,465868.0,618786550,1328.2443739428336,1146671.0,1764007830,1538.373107892325,764109.0,1250505450,1636.5537508392126
2023-08,2062984.0,3361455000,1629.4139944856577,271195.9,511675320,1886.7369307574338,128677.0,205266350,1595.2062140087196,239222.0,529428850,2213.1277641688475,177620.0,400700400,2255.941898434861
