Date,총거래물량,총거래금액,평균단가,평균단가 편차,지역
2020-01-01,9462928.5,9136197340,965.472510967403,509.39908327326816,서울
2020-02-01,8754610.0,7387886850,843.885318706373,630.9862755342981,서울
2020-03-01,9109415.0,6478744150,711.2140735711349,763.6575206695362,서울
2020-04-01,8229718.0,6756209940,820.9527884187527,653.9188058219185,서울
2020-05-01,7901230.0,9477792330,1199.5337852460946,275.33780899457656,서울
2020-06-01,7914290.5,10485254220,1324.8508151172869,150.02077912338427,서울
2020-07-01,8096983.1,10570971010,1305.5444082623812,169.3271859782899,서울
2020-08-01,7364979.3,15393054610,2090.0336556275183,-615.1620613868472,서울
2020-09-01,8882357.0,20153143600,2268.895924809147,-794.0243305684758,서울
2020-10-01,8084234.0,18937973340,2342.581046021181,-867.7094517805099,서울
2020-11-01,9074613.0,20620399360,2272.3172172741693,-797.4456230334981,서울
2020-12-01,9257988.8,15235945860,1645.7079598108824,-170.83636557021123,서울
2021-01-01,8241883.3,24222400650,2938.940017507892,-794.5110121936359,서울
2021-02-01,7644953.0,33632029700,4399.246103932882,-2254.8170986186256,서울
2021-03-01,8076544.0,35220387300,4360.824048008653,-2216.395042694397,서울
2021-04-01,7029457.0,26378613030,3752.581889326587,-1608.1528840123306,서울
2021-05-01,8101083.4,16244390960,2005.2121621164893,139.21684319776705,서울
2021-06-01,7687400.4,6819742620,887.1324849945372,1257.296520319719,서울
2021-07-01,6454223.0,4956262050,767.9099482617814,1376.5190570524749,서울
2021-08-01,6683397.2,7546671760,1129.1670290073437,1015.2619763069126,서울
2021-09-01,7442639.0,9982791605,1341.2973012663922,803.1317040478641,서울
2021-10-01,8029655.4,9772609520,1217.064622723411,927.3643825908453,서울
2021-11-01,8452599.4,11589320066,1371.0953894254114,773.3336158888449,서울
2021-12-01,6280924.0,6900928250,1098.7122674944003,1045.716737819856,서울
2022-01-01,9645522.4,11354502650,1177.1786098386956,232.2672984093836,서울
2022-02-01,7432480.8,8506921300,1144.560144709691,264.8857635383881,서울
2022-03-01,9665162.9,12859394450,1330.4891581289332,78.95675011914591,서울
