Date,총거래물량,총거래금액,평균단가,평균단가 편차,지역,작물명
2020-01-01,2780377.6500000004,9830108400,3535.5299306193165,22452.54219197693,서울,애호박
2020-02-01,2720669.88,9024401700,3316.9778392959606,22671.09428330029,서울,애호박
2020-03-01,3739541.28,9722242800,2599.84903816866,23388.223084427587,서울,애호박
2020-04-01,5703989.949999999,7969557560,1397.189972257928,24590.88215033832,서울,애호박
2020-05-01,5487463.43,7107073600,1295.1473282073428,24692.924794388902,서울,애호박
2020-06-01,5435012.79,6912510040,1271.847980324624,24716.224142271625,서울,애호박
2020-07-01,4369081.64,6969965000,1595.2929183534325,24392.77920424281,서울,애호박
2020-08-01,3399364.19,10140301900,2982.999564986298,23005.07255760995,서울,애호박
2020-09-01,4424172.16,13495784500,3050.4654909270075,22937.60663166924,서울,애호박
2020-10-01,5212849.56,6208943600,1191.0843634628122,24796.98775913344,서울,애호박
2020-11-01,4236717.58,6075622000,1434.0398870769195,24554.032235519328,서울,애호박
2020-12-01,3592812.1899999995,8326873300,2317.647808915946,23670.4243136803,서울,애호박
2021-01-01,2515752.2800000003,9552292700,3796.9925639896464,23440.515027395784,서울,애호박
2021-02-01,2784898.8,9301821850,3340.093309674305,23897.414281711124,서울,애호박
2021-03-01,3687099.34,9773525250,2650.735537274675,24586.77205411076,서울,애호박
2021-04-01,5199504.12,8397347080,1615.0284500591952,25622.47914132624,서울,애호박
2021-05-01,4877778.4,8370913570,1716.1324036368687,25521.375187748563,서울,애호박
2021-06-01,4793488.4,7282610250,1519.2714871282467,25718.236104257183,서울,애호박
2021-07-01,4644589.35,4126580450,888.4704629484629,26349.03712843697,서울,애호박
2021-08-01,3756797.22,6405382590,1705.011533734046,25532.496057651384,서울,애호박
2021-09-01,4588209.55,9799784380,2135.8624258998807,25101.64516548555,서울,애호박
2021-10-01,3629822.45,8101611660,2231.958111339578,25005.54948004585,서울,애호박
2021-11-01,3600907.58,8648078750,2401.6386307809653,24835.868960604465,서울,애호박
2021-12-01,2095295.27,6781030640,3236.312674919559,24001.19491646588,서울,애호박
2022-01-01,2826074.21,11059930100,3913.5313789229904,24810.29756910433,서울,애호박
2022-02-01,2675632.47,7577148150,2831.909178467998,25891.91976955932,서울,애호박
2022-03-01,3778510.270000001,10212341280,2702.7427611041003,26021.086186923218,서울,애호박
2022-04-01,5333956.87,8716659530,1634.1826044798895,27089.64634354743,서울,애호박
2022-05-01,5463470.8,7274140350,1331.4137873675468,27392.415160659773,서울,애호박
2022-06-01,4157530.7,7551977950,1816.457530908912,26907.371417118407,서울,애호박
2022-07-01,3881636.81,8484135865,2185.710894729484,26538.11805329784,서울,애호박
2022-08-01,3531789.62,11855329140,3356.748395449444,25367.080552577874,서울,애호박
2022-09-01,4373461.659999999,12098845400,2766.4231084170524,25957.405839610263,서울,애호박
2022-10-01,4230645.5,8675414400,2050.612465639109,26673.21648238821,서울,애호박
