Date,서울 총거래물량,서울 총거래금액,서울 평균단가,부산 총거래물량,부산 총거래금액,부산 평균단가,대구 총거래물량,대구 총거래금액,대구 평균단가,대전 총거래물량,대전 총거래금액,대전 평균단가,광주 총거래물량,광주 총거래금액,광주 평균단가
2022-05,607596.5,4429549666,7290.2817346709535,150182.1,1046266364,6966.651578317256,183268.3,1486922400,8113.363849612836,87283.5,627014160,7183.650518139168,103876.5,979204790,9426.624790015067
2022-06,671687.31,3711323901,5525.374449905864,167538.0,859008974,5127.24858837995,187714.9,1122958710,5982.256656237731,93648.2,535885787,5722.328747375817,143722.5,938856000,6532.421854615665
2022-07,658472.6,4541778050,6897.444252046327,150522.30000000002,947516071,6294.855121134874,170875.5,1236309960,7235.150504314544,87668.4,687180816,7838.409461105713,136346.5,1029066764,7547.4380640500485
2022-08,630076.8,5840494075,9269.495520228644,151792.69999999998,1216268711,8012.695676406047,152303.8,1423323770,9345.293879732482,84730.0,886330660,10460.647468429128,110867.6,1161104256,10472.89069123892
2022-09,532310.3999999999,5940494000,11159.830805484922,145868.3,1446815687,9918.643646357708,143769.8,1683170310,11707.39828531444,82474.0,918115680,11132.183233503893,101026.7,1333424010,13198.7287519042
2022-10,722168.6,4763458400,6596.0475157740175,173810.8,1109480968,6383.268289427355,177813.7,1293960920,7277.059754113434,92278.5,716062950,7759.802662592045,109155.9,1046364300,9585.961913190218
2022-11,744165.6,3730686850,5013.248193681621,173707.19999999998,789351601,4544.150161881604,171353.40000000002,897340180,5236.780711675402,82011.0,473439600,5772.879247905768,98336.3,754179936,7669.395086046557
2022-12,618788.51,6018818650,9726.778297806466,135259.8,1040305629,7691.166399772882,133096.5,1300818280,9773.497274533891,71767.0,822951575,11466.99144453579,69865.3,897857210,12851.261069515194
2023-01,548863.5,5878598300,10710.49231730658,128951.2,1215496379,9426.018361985,132924.0,1656843350,12464.59142066143,68586.0,905273146,13199.095238095239,75771.8,1193336605,15749.086137586806
2023-02,586500.5,4894105570,8344.588913393936,136850.0,946524272,6916.5091121666055,139591.66,1206443510,8642.661818048442,65952.9,641763896,9730.639532150975,76407.1,870385640,11391.423571893187
2023-03,748846.0,4986711200,6659.194547343513,172418.49999999997,1054004689,6113.060309653548,200751.24,1433080180,7138.586939736961,85506.0,743581280,8696.24681308914,106575.0,999732480,9380.553413089374
2023-04,721651.6,5222699800,7237.148507673232,155057.0,1040388724,6709.717871492419,179873.54,1376940730,7655.048819298268,78277.0,669133255,8548.274141829655,94327.4,985230180,10444.793135398622
2023-05,804682.8999999999,5849223150,7268.9790599502,179703.3,1310172382,7290.753046827744,196127.58000000002,1597892490,8147.209535752187,95025.0,633201427,6663.524619836885,117077.7,1077152840,9200.324570776502
2023-06,842557.6,4035735554,4789.863095413299,183402.2,854189829,4657.467734847237,195256.8,987838520,5059.176018453647,100769.5,453943932,4504.775075791782,140711.01,762107620,5416.119321437604
2023-07,760869.0,5788743800,7608.068931708349,154260.69999999998,1024321538,6640.197652415684,175677.2,1275387100,7259.832806989182,88759.0,815144670,9183.797361394338,122566.7,1184959360,9667.873574143712
2023-08,345619.4,3188461050,9225.353235379725,67152.79999999999,658522312,9806.326943924902,77002.9,900516490,11694.578905469794,40832.5,436993316,10702.095536643605,57881.1,687442490,11876.80417269195
