Month,Seoul_amount_grade,Seoul_allpay_grade,Seoul_pay_grade,Busan_amount_grade,Busan_allpay_grade,Busan_pay_grade,Daegu_amount_grade,Daegu_allpay_grade,Daegu_pay_grade,Daejeon_amount_grade,Daejeon_allpay_grade,Daejeon_pay_grade,Gwangju_amount_grade,Gwangju_allpay_grade,Gwangju_pay_grade
2022-02,127281.0,42427625,-73.94074033420395,-508714.0,-430901400,-134.2078112188126,-253987.69999999972,-545296500,-113.86669156948847,-840260.0,-732379540,-109.4324544153692,-452816.0,-284241800,-69.29110715166735
2022-03,408472.19999999995,274525943,6.290638748515562,308206.0,-16301300,-95.71720038547545,2411427.0999999996,243733580,-95.37809520151256,1420525.0,178621928,-93.74135433358316,728776.0,364974600,26.435824015711205
2022-04,8388430.8,4838429428,-75.03666241191809,-971138.6,-285280290,30.118910772429615,-2039077.4,173653940,165.18728946668512,-606249.0,287611393,132.54157707871008,864976.7999999998,466668300,24.235417061239616
2022-05,3355057.5999999996,1246151858,-56.23975257405266,-156369.60000000003,61252490,329.33316674368916,-859413.3999999999,159215880,157.4392822986208,311810.0,527259818,100.16551297612483,-99799.79999999981,-55871700,-2.745907087532828
2022-06,-11931351.0,-5791800091,593.6054204986881,1502254.2,1515813400,276.33471870935784,2630636.0,3417423300,323.4716950929957,325900.0,2133058429,463.94844244146213,-124927.5,614421704,323.78936359349797
2022-07,-157018.5,-88988555,117.41852140435685,-672435.1000000001,-514935900,102.48453681956266,-2448200.5999999996,-1581636900,176.91731529602885,-1744815.0,-1454882428,120.70948632046122,-1537110.5,-1159262204,183.20571597708943
2022-08,-125339.5,-112361278,69.7491676785844,45925.10000000009,192900600,118.3939701989882,-402500.9000000004,-219862500,69.34411163083178,634684.0,807238720,29.87260728359911,-71496.0,22026700,195.13656142017032
2022-09,6130.70000000007,90772619,132.190506498717,-233560.0,-181427040,91.89049710630388,-510100.2999999998,-550880800,12.492808948276434,-542908.0,-323201420,118.5852203063398,-198356.0,-238715400,-3.6294809197056566
2022-10,27190.499999999884,124327412,130.28416143319032,180404.0,291545240,55.23242963679195,-683795.3000000003,-549043600,129.11897164853713,-370768.0,-384444650,40.08570899296524,152862.40000000002,193719400,25.51625130765933
2022-11,-41392.39999999991,-80730838,-25.499850425371733,-86458.5,-120075070,-6.037844746608698,524114.1000000001,734311000,25.705954777161878,672949.0,793576400,-31.66815124714617,17717.599999999977,67189000,100.67308343035006
2022-12,79769.69999999995,197262021,106.69576342157848,-64263.5,-104886630,-20.495684359615552,94351.5,-37136200,-64.74701630023674,-654112.0,-923914450,-38.425402703038344,20066.0,26439700,-0.1371594428305798
2023-01,-305322.3,-588437403,-215.48892127937506,-228270.0,-334728000,-51.884036311781074,-571788.0,-878188200,-87.09242964498367,-309707.0,-399702000,-7.570566824951129,53985.0,17368400,-102.39366699539505
2023-02,195992.00000000006,392422316,189.5479556980008,6016.5,67884600,75.87351094829319,147951.0,395077900,108.72600517348906,169426.0,473144400,127.22129921490136,-105064.0,-80982500,111.5187578839143
2023-03,1192876.5999999999,1361183288,-327.76935533150845,76652.09999999998,63725410,-42.05898610238091,683021.6000000001,809776900,-20.171913253472212,297502.0,228295110,-74.86172913777409,673572.5,701854980,-177.04258455598597
2023-04,6575817.0,6986099441,-187.92337544226984,-791468.0,-1033980230,-365.38900776136404,798818.0,627318600,-104.03888269608615,1389138.0,1086802320,-187.17504113512155,1291483.5,1108465320,-159.37261523931818
2023-05,-901258.3000000007,-1351800021,-46.793848320964116,1257573.4,1334296520,148.1772850966944,2102974.4,2237077700,-29.27621196084715,983809.0,859772650,-47.24378712545467,41590.0,-139127600,-74.30950358403345
2023-06,-6650367.8,-6926463302,206.4436360649097,703853.0,225918900,-251.57808856243662,1422022.2999999998,-662116500,-317.74821431731823,-702493.0,-1095715080,-87.85961236568596,-212953.0,-452962000,-116.11352505220839
2023-07,-243402.90000000002,-319141824,-16.816822737871234,-887575.0,-610847600,85.66062636758409,-3774074.9,-2767817600,71.0166070086799,-1543993.0,-1370542700,48.80872790668104,-1515886.0,-1121205900,137.36181736438482
2023-08,-514899.4,-645854311,20.40655512811827,-895974.9,-769182600,92.9051469469747,-2854224.4,-2418417900,124.2201992907427,-1921789.0,-1950674900,1.1822330444099407,-597542.0,-564137200,-21.793800950062405
