Date,서울 총거래물량,서울 총거래금액,서울 평균단가,서울 평균단가 편차,부산 총거래물량,부산 총거래금액,부산 평균단가,부산 평균단가 편차,대구 총거래물량,대구 총거래금액,대구 평균단가,대구 평균단가 편차,대전 총거래물량,대전 총거래금액,대전 평균단가,대전 평균단가 편차,광주 총거래물량,광주 총거래금액,광주 평균단가,광주 평균단가 편차,전국 평균단가
2022-10-01,1737517.0,4037981200,2323.9952184640497,-875.7797421867397,208603.1,392468752,1881.4138044928384,-537.773484472644,454560.0,869660500,1913.1918778599088,-553.6949116358851,301580.0,668358900,2216.1910604151467,-527.618722917199,212670.0,443726700,2086.4564818733247,-624.5059102869936,2199.7769524559094
2022-11-01,1785505.0,2745544500,1537.685136698021,-89.46966042071108,177406.5,245205729,1382.1687987756932,-38.52847875549878,398380.0,527180500,1323.3106581655709,36.18630805845282,299589.0,414442000,1383.3685482444282,-4.763344631297741,261692.0,409181900,1563.6011035874235,-101.65053200109242,1485.5250396696745
2022-12-01,1921503.0,3476818800,1809.4266831745772,-361.2112068972672,141471.4,228830576,1617.5041457142574,-273.86382569406305,346444.0,528105900,1524.3615129717934,-164.86454674776974,181150.0,321325900,1773.8112061827214,-130.56708433846575,222328.0,375602000,1689.4048432945915,-227.45427170826042,1752.8847404404942
2023-01-01,2154446.0,4550806100,2112.285989066331,-152.20284517657092,134760.0,265423800,1969.6037399821903,-171.94863401303564,266180.0,514747900,1933.8338718160644,-64.05079484722614,192740.0,416109600,2158.9166753138943,-74.66792454529741,152106.0,315054700,2071.283841531564,-116.60503868055434,2090.22660945745
2023-02-01,1958137.0,4084521200,2085.9220779751367,-125.83893408537688,165229.0,330472964,2000.0905652155493,-202.43545924639466,316810.0,630743500,1990.92042549162,-121.13734852278185,185760.0,403344600,2171.3210594315246,43.90333357349232,209800.0,409679100,1952.7125834127744,1.9662194382353846,2066.0461213596755
2023-03-01,2489677.0,4606068950,1850.0668761449776,110.01626774478223,218955.8,382456805,1746.7306415267374,50.924464442417275,208920.0,408005000,1952.9245644265748,-83.1414874577365,275800.0,535599600,1941.9854967367655,104.01083871682272,324520.0,614188200,1892.605078269444,62.073724581565784,1860.874149571298
2023-04-01,2210193.0,4226413250,1912.23718924094,47.84595464881977,188942.0,333209432,1763.554064210181,34.10104175897368,297140.0,556329000,1872.2790603755805,-2.495983406742198,284860.0,590382200,2072.5345783893845,129.48800122160264,312268.0,583044300,1867.127915764664,87.55088708634571,1909.6898199218256
2023-05-01,2749116.0,4478535700,1629.082112213526,331.0010316762339,427377.0,620110125,1450.9674713426318,346.6876346265228,487350.0,757543000,1554.412639786601,315.3704371822373,415781.0,675259550,1624.0750539346434,281.6642960880806,403480.0,691948680,1714.951620898186,239.72718195282368,1611.2490486502209
2023-06-01,2211132.0,4329058550,1957.8471796346848,2.2359642550750323,278517.2,494758423,1776.4016836303108,21.253422338843848,630959.0,1159868000,1838.2620740808832,31.521002887955092,314540.0,644315600,2048.4377185731546,-62.999824036716745,328060.0,675677540,2059.6157410229835,-104.93693817197368,1940.8115960737966
2023-07-01,1750361.0,3554709100,2030.843408873941,-70.76026498418105,200205.8,416044955,2078.0864240696324,-280.4313181004777,316680.0,603595000,1906.009220664393,-36.22614369555481,246100.0,496429980,2017.188053636733,-56.59477788228196,268540.0,551369200,2053.2106948685487,-98.5318920175389,2020.9838283139345
2023-08-01,774227.0,2113928610,2730.373146376967,-770.290002487207,78685.0,200363600,2546.4014742327,-748.7463682635453,131880.0,335161000,2541.408856536245,-671.6257795674067,77535.0,218046000,2812.226736312633,-654.2596104398935,94800.0,251303000,2650.8755274261603,-696.1967245751505,2695.2981047024223
